채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
콕스톡TV,"[주식][특징주][조류독감 관련주]진원생명과학, 체시스, 바이오니아, 큐브앤컴퍼니, 제일바이오, 파루, 중앙백신, 이글벳, 명문제약",2020-10-26 03:07:20+00:00,875,바이오니아,70772,141518,23425,21683.33333
아이스탁TV 아이컴퍼니,"첨생법 관련주 모멘텀 얻나?진원생명과학 바톤을 넘겨 받을 다크호스 종목! (파미셀, 메디포스트, 에스씨엠생명과학, 네이처셀, 녹십자랩셀, 바이오솔루션, 진원생명과학, 종목추천)",2020-08-26 04:59:33+00:00,1124,바이오솔루션,19963,15137,28866.66667,28750
신의주식,[신神의종목] 첨생법관련주! TOP6! 차바이오텍 메디포스트 코아스템 유틸렉스 셀리드 바이오솔루션! 바이넥스주가 대정화금주가 한국타이어주가 진원생명과학 신풍제약 삼성중공우 신일제약,2020-08-25 07:53:41+00:00,5457,바이오솔루션,22202,19963,28841.66667,28866.66667
콕스톡TV,"[주식][첨생법 관련주]녹십자셀, 녹십자랩셀, 엔케이맥스, 유틸렉스, 파미셀, 바이오솔루션, 옵티팜, 엘앤씨바이오",2020-08-13 03:49:26+00:00,1083,바이오솔루션,16589,25111,30416.66667,30358.33333
수익맨,"[주식]A형 간염의 확산!실질적으로 백신을 만드는 대박 수혜 대장 유력주 바로 공개![제약바이오,제약주,백신관련주,신풍제약,한독,일양약품,보령제약,동성제약]",2019-04-29 10:55:14+00:00,6751,보령제약,1809471,259788,13000.83333,12268.66667
JM Investment,4월의 오전 대박주는 무엇일까?   a형 간염 관련주 보령제약 광동제약,2019-04-29 01:38:02+00:00,356,보령제약,1809471,259788,13000.83333,12268.66667
주파TV,"주파tv  4월29일 장초반관심주,A형간염 관련주,한독,보령제약,광동제약,sk케미칼,녹십장",2019-04-28 15:35:46+00:00,111,보령제약,158641,1809471,12711,13000.83333
증권돌이TV,"A형 간염 관련주 - A형 간염 서울, 경기 확산!! (보령제약,광동제약,SK케미칼,녹십자)",2019-04-28 14:02:58+00:00,370,보령제약,158641,1809471,12711,13000.83333
콕스톡TV,"[주식][특징주][독감 예방접종 관련주]녹십자, sk케미칼, 동아에스티, 보령제약",2020-09-08 04:24:23+00:00,1148,보령제약,77872,59816,15456,14968
김희천대표,"중국발 흑사병!, 관련주가 도대체 머야?  왜 난리지? #우정바이오,#이글벳,#종근당바이오,#보령제약,#삼성제약,#파루,#국제약품, 등 매매전략",2019-11-14 05:37:38+00:00,61,보령제약,44613,180137,13763.16667,13633.66667
상한가닷컴,상한가닷컴TV-#흑사병 관련주 #이글벳 #우정바이오 #종근당바이오 #삼성제약 #신풍제약 #인트론바이오 #보령제약,2019-11-14 00:56:23+00:00,120,보령제약,44613,180137,13763.16667,13633.66667
급등일보TV - 주식속보메신저,"지놈앤컴퍼니 12월 23일 (수) 신규상장(feat.화이자, 고바이오랩, 유한양행, 종근당, 보령제약) // 마이크로바이옴 관련주",2020-12-22 07:22:04+00:00,3918,보령제약,513208,176491,19657.16667,18643.33333
레드시그널,"살인진드기관련주, 중국신종 부니아바이러스, 치사율최대30% 관련주 (이글벳, 보령제약,녹십자,LG생활건강, 웰크론, 동성제약,이글벳,승일) 점검",2020-08-05 09:56:14+00:00,559,보령제약,285372,174504,15844.66667,16081.16667
AP투자연구소 김용재 소장,[003850]보령제약 - 어린이 괴질관련주 고려제약 조아제약 명문제약 급등 과연 보령제약주가 의 향방은?,2020-05-27 05:59:33+00:00,1595,보령제약,401577,208088,14243.66667,13931
빨간맛 주식,[주식투자] 어린이괴질관련주 조아제약 명문제약 보령제약 고려제약 상승각!,2020-05-25 07:30:02+00:00,975,보령제약,188781,81686,13389.83333,13267.66667
주식천사,[아스피린 관련주] 어린이괴질 빠른 시일내 해소되길   l 아스피린 SK바이오랜드 조아제약 명문제약 고려제약 유한양행 삼진제약 보령제약 CMG제약 제약테마,2020-05-24 06:04:30+00:00,849,보령제약,75029,188781,13115.16667,13389.83333
콕스톡TV,"[주식][줄기세포관련주, 안트로젠, 테고사이언스, 네이처셀, 강스템바이오텍, 조아제약, 부광약품",2020-06-25 06:03:17+00:00,962,부광약품,822084,787875,32980.33333,33208.83333
JM Investment,야간 주식종목상담~   실시간 라이브 레전드 갑시다.     홍역관련주/수소차관련주/남북테마/개미투자자/전업투자자/아시아경제/비즈니스온/우리산업/텔콘rf제약/화텍파워/대한해운,2019-01-22 12:55:46+00:00,0,비즈니스온,4794,2185,16583.33333,16075
박정식의 주식디자인연구소,주식투자 비피도 238200 중국 포함 글로벌 마이크로바이옴 시장 진출 박차 정부 그린바이오 5대 육성 정책에 맞물려 대시세 나올수 있을까,2020-10-06 07:18:12+00:00,962,비피도,33496,180561,19933.33333,21908.33333
콕스톡TV,"[주식][특징주][마이크로바이옴관련주]제노포커스, 일동제약, 네오크레마, 쎌바이오텍, 비피도",2020-09-23 02:35:47+00:00,679,비피도,3747,1928,18800,17941.66667
주식-읽어주는-남자,"11월 첫주 이슈 :: 이낙연 테마주, 마이크로바이옴 네오크레마/비피도",2019-11-11 03:52:28+00:00,572,비피도,201351,48012,27175,27058.33333
주식투자 이가람상승패턴,"[주식투자정보]마이크로바이옴 주목! ★127조 시장이 열린다★관련주 (네오크레마, 비피도,제노포커스,쎌바이오텍,에이티넘인베스트먼트, 컴퍼니케이파트스,코센,DSC인베스트먼트,팜스빌)",2019-11-07 17:06:46+00:00,0,비피도,7704,86735,23241.66667,26750
골드크로스주식,주식 투자] 바이오신약 마이크로바이옴 관련주 상한가 사전예약 네오크라메 비피도 제노포커스 DSC인베스트먼트 쎌바이오텍 일동제약 BIO,2019-11-07 08:43:11+00:00,1970,비피도,7704,86735,23241.66667,26750
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-14 16:47:52+00:00,1872,빅텍,398147,412934,7570,7643.333333
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-13 16:07:47+00:00,529,빅텍,949384,398147,7591.666667,7570
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-12 16:10:40+00:00,632,빅텍,1982937,949384,7716.666667,7591.666667
음굿&Umgood,20.11.02. 월요일 #윤석열관련주 #서연 #형지I&amp;C #소리바다 #SK바이오팜 #카카오게임즈 #체시스 #파미셀 #삼성바이오로직스 #LG화학 #빅히트 #한일진공 #셀트리온,2020-11-02 08:17:12+00:00,64,빅히트,113682,238472,142916.6667,147416.6667
김선윤의 개미파트너스 Antpartner,IPO 관련주 빅히트! 왜 신규 상장주는 떨어질까,2020-10-22 23:21:03+00:00,19,빅히트,313768,189683,178500,182083.3333
서울경제TV SENhotclip,IPO 관련주 빅히트! 왜 신규 상장주는 떨어질까?,2020-10-22 14:44:15+00:00,186,빅히트,313768,189683,178500,182083.3333
주식으로 슈퍼직장인,"[임정우] 조류독감 관련주 이글벳 매수는 어디서? (이글벳,파루,제일바이오,중앙백신,우진비앤지,사조씨푸드,CJ씨푸드,신라에스지,마니커에프앤지,체리부로,조류독감)",2020-12-14 06:29:49+00:00,1663,사조씨푸드,299741,82622,6541.666667,6411.666667
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1001,사조씨푸드,126382,221113,6458.333333,6511.666667
최종원의 주식 밀착 취재,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,826,사조씨푸드,55670,158527,4465.833333,4488.333333
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1351,사조씨푸드,126382,221113,6458.333333,6511.666667
주식으로 슈퍼직장인,"[임정우] 조류독감 관련주 이글벳 매수는 어디서? (이글벳,파루,제일바이오,중앙백신,우진비앤지,사조씨푸드,CJ씨푸드,신라에스지,마니커에프앤지,체리부로,조류독감)",2020-12-14 06:29:49+00:00,6627,사조씨푸드,299741,82622,6541.666667,6411.666667
손느린아재,[주식] 12월 7일 특징주 조류독감 전국확산 이글벳 제일바이오 CJ씨푸드 사조씨푸드 오텍,2020-12-07 07:49:55+00:00,1131,사조씨푸드,278312,129483,6541.666667,6575
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,0,사조씨푸드,126382,221113,6458.333333,6511.666667
장대양봉TV,2020/11/19 [조류독감/돼지병병/동물방역][일본 원전 오염수 배출] 테마주 공부하기!! [이글벳][우진비엔지][제일바이오][체시스][사조오양][사조씨푸드[CJ씨푸드] 등,2020-11-19 08:37:22+00:00,0,사조씨푸드,832499,426053,7603.333333,7635
슬기로운 매매생활,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,2822,사조씨푸드,55670,158527,4465.833333,4488.333333
장대양봉TV,2020/11/19 [조류독감/돼지병병/동물방역][일본 원전 오염수 배출] 테마주 공부하기!! [이글벳][우진비엔지][제일바이오][체시스][사조오양][사조씨푸드[CJ씨푸드] 등,2020-11-19 08:37:22+00:00,0,사조오양,37329,15951,9848.333333,9713.333333
MTN 머니투데이방송,"[오나미] 1회용 비닐 사용 규제 수혜주 [삼보판지] - 한상오/(증시, 증권)",2019-05-20 06:38:38+00:00,169,삼보판지,62292,31348,11375,11866.66667
심플 관심종목 TV,"내일 관심테마! SV인베스트먼트,디지털&amp;가상화폐,윤석열,독감,세종시,LG화학분사,조류 //서연탑메탈,태림포장,대한과학,삼아알미늄,케이씨에스,나라엠앤디,삼성물산,우리기술투자,시노펙스",2020-10-25 10:18:05+00:00,1046,삼성물산,22314,3062004,104333.3333,120250
음굿&Umgood,20.11.02. 월요일 #윤석열관련주 #서연 #형지I&amp;C #소리바다 #SK바이오팜 #카카오게임즈 #체시스 #파미셀 #삼성바이오로직스 #LG화학 #빅히트 #한일진공 #셀트리온,2020-11-02 08:17:12+00:00,64,삼성바이오로직스,20409,17990,690000,702333.3333
음굿&Umgood,20.07.06. 오늘의 상한가/SK바이오팜/수소차관련주/현대자동차수소트럭/이차전지관련주/영화테크/니콜라/삼성중공우/알에프세미/알티캐스트/삼성바이오로직스/셀트리온/에코프로비엠,2020-07-06 11:21:23+00:00,328,삼성바이오로직스,75716,81539,759833.3333,757666.6667
한동훈 '돈마니주식티비',"적중 또 적중!RNA,마이크로바이옴,건설,친환경,미니LED 현대로템.삼성에스디에스 폭등기념 구독자 9만 돌파 감사합니다.",2021-01-05 08:25:45+00:00,32485,삼성에스디에스,73575,384004,185833.3333,211500
손느린아재,"[주식] 7월 8일 유망종목 흑사병관련주 신풍제약, 우정바이오, 삼성제약, 우진비앤지",2020-07-07 07:54:04+00:00,1312,삼성제약,157119,666545,3775.833333,3939.166667
김희천대표,"중국발 흑사병!, 관련주가 도대체 머야?  왜 난리지? #우정바이오,#이글벳,#종근당바이오,#보령제약,#삼성제약,#파루,#국제약품, 등 매매전략",2019-11-14 05:37:38+00:00,61,삼성제약,1156731,791464,4588.333333,4628.333333
상한가닷컴,상한가닷컴TV-#흑사병 관련주 #이글벳 #우정바이오 #종근당바이오 #삼성제약 #신풍제약 #인트론바이오 #보령제약,2019-11-14 00:56:23+00:00,120,삼성제약,1156731,791464,4588.333333,4628.333333
투자의 민족,"[주식]2020년 흑사병 테마 수혜주 공개! (우정바이오, 신풍제약, 오공, 삼성제약)",2020-07-06 10:02:25+00:00,2111,삼성제약,651683,157119,3805,3775.833333
콕스톡TV,"[주식][어린이괴질 관련주] 조아제약, 명문제약, 고려제약, 영진약품, CMG제약, 신풍제약, 국제약품, 경동제약, 경보제약, 삼성제약",2020-05-25 03:24:03+00:00,375,삼성제약,244932,155351,4085,4095
심플 관심종목 TV,"내일 관심테마! SV인베스트먼트,디지털&amp;가상화폐,윤석열,독감,세종시,LG화학분사,조류 //서연탑메탈,태림포장,대한과학,삼아알미늄,케이씨에스,나라엠앤디,삼성물산,우리기술투자,시노펙스",2020-10-25 10:18:05+00:00,1046,삼아알미늄,21453,2947199,7680,9983.333333
기훈TV,[주식투자]1월24일 단기공략업종 홍역관련주 (우정바이오 오공 케이엠제약 삼아제약),2019-01-23 12:37:56+00:00,1280,삼아제약,270673,13585,19516.66667,17458.33333
정보의 바다,"어린이괴질관련주 유승민관련주 삼일기업공사,대신정보통신",2020-05-26 08:21:42+00:00,0,삼일기업공사,3965,3122799,2803.333333,3195
MTN 톡,[후성 삼지전자 주가] 수돗물 유충사태 관련주 급등 향후 전망은? | 태양광,2020-07-20 08:23:08+00:00,0,삼지전자,51430,48914,11266.66667,11350
상한가사냥꾼,[상한가사냥꾼] 추천주 삼진엘앤디 46%급등! 비보존관련주 텔콘RF제약 에스텍파마 환인제약. 진매트릭스주가 씨젠실적발표 삼성생명주가 한국전력전망 셀트리온주가 신풍제약주가 알루코,2020-08-13 09:15:42+00:00,2526,삼진엘앤디,5220316,585537,3859.166667,3500
주식천사,[아스피린 관련주] 어린이괴질 빠른 시일내 해소되길   l 아스피린 SK바이오랜드 조아제약 명문제약 고려제약 유한양행 삼진제약 보령제약 CMG제약 제약테마,2020-05-24 06:04:30+00:00,849,삼진제약,10216,9059,26408.33333,26141.66667
음굿&Umgood,20.11.02. 월요일 #윤석열관련주 #서연 #형지I&amp;C #소리바다 #SK바이오팜 #카카오게임즈 #체시스 #파미셀 #삼성바이오로직스 #LG화학 #빅히트 #한일진공 #셀트리온,2020-11-02 08:17:12+00:00,64,서연,713678,9924474,9386.666667,12183.33333
JM Investment,[JM 주식방송]  지옥의 코스닥  돼지열병관련주/윤석열 관련주/방산주/테마주/주식다큐/코스닥/나스닥/미국증시/한국증시/증권방송/서연탑메탈/서연/파미셀/진원생명과학/제약주/바이오주,2020-10-27 16:19:44+00:00,6627,서연,897913,608073,9338.333333,8803.333333
