채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
심플 관심종목 TV,"내일테마 관심종목! KNN,재택근무,마스크,음압병실,교육,진단키트,치료제,첨생법,아시아나,카카오 //진원생명과학,신일제약,에스맥,일신바이오,대정화금,바이넥스,GH신소재,유엔젤,텔콘",2020-08-26 12:34:10+00:00,19549,대정화금,1190719,1142046,34033.33333,40658.33333
무료종목추천ᅳ주식스텔스,[사료테마주] 돼지독감 유행 우려감 사료주급등 사료관련주 차트비교하기 (한일사료 현대사료 대주산업 우성사료 미래생명자원 케이씨피드),2020-07-01 08:09:09+00:00,131,대주산업,1844769,120128,1215.833333,1180.833333
진검승부-,[주식투자-2020.07.22] 개헌(세종시) 관련주&amp;후발주 급등 패턴 분석(#유라테크 #프럼파스트 #대주산업 #오스템 #성신양회우 #수돗물유충 #와토스코리아 #국제약품 #카스),2020-07-22 14:33:36+00:00,0,대주산업,9855735,8247832,1457.5,1592.5
도지선생 주식이야기,대한과학 분석 및전망 - 독감백신관련주,2020-10-21 20:00:06+00:00,211,대한과학,1335488,6932838,8700,11400
심플 관심종목 TV,"내일 관심테마! SV인베스트먼트,디지털&amp;가상화폐,윤석열,독감,세종시,LG화학분사,조류 //서연탑메탈,태림포장,대한과학,삼아알미늄,케이씨에스,나라엠앤디,삼성물산,우리기술투자,시노펙스",2020-10-25 10:18:05+00:00,1046,대한과학,1759377,1093774,12283.33333,11258.33333
올라주식,조류독감 AI 관련주. 이글벳 제일바이오 파루 중앙백신 진원생명과학 대한뉴팜 | 쉽고재밌게돈벌기 | 주식공부 | 올라주식,2020-11-29 11:00:13+00:00,535,대한뉴팜,33469,675757,13041.66667,13658.33333
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,1088,대한뉴팜,86575,126853,11691.66667,11591.66667
주식생성기,"돼지열병 돼지독감 팬데믹 가능성! 진짜수혜주는 이 종목 딱 하나! 재무우량+주가바닥 (코미팜,이글벳,제일바이오,중앙백신,진바이오텍,체시스,우진비앤지,오디텍,대한뉴팜,에스텍파마)",2020-07-01 02:36:28+00:00,1384,대한뉴팜,86575,126853,11691.66667,11591.66667
래우워크,"아프리카 돼지열병 대장주 제2탄 ( 파루 , 진바이오텍 , 태경비케이 , 대한뉴팜 , 코미팜 , 수젠텍 ) + 돼지열병 관련주 [래우워크]",2020-10-25 09:39:17+00:00,1131,대한뉴팜,45561,40755,12233.33333,12216.66667
올라주식,조류독감 AI 관련주. 이글벳 제일바이오 파루 중앙백신 진원생명과학 대한뉴팜 | 쉽고재밌게돈벌기 | 주식공부 | 올라주식,2020-11-29 11:00:13+00:00,304,대한뉴팜,33469,675757,13041.66667,13658.33333
잠수함 Stock,대한뉴팜 재료 및 차트 분석ㅣ브루셀라병ㅣ코로나블루ㅣ소송ㅣ유전사업ㅣ가축전염병ㅣ돼지열병ㅣ구제역ㅣ조류독감ㅣ관련주,2020-09-16 16:05:53+00:00,1302,대한뉴팜,27719,131225,13166.66667,13216.66667
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,304,대한뉴팜,86575,126853,11691.66667,11591.66667
JM Investment,야간 주식종목상담~   실시간 라이브 레전드 갑시다.     홍역관련주/수소차관련주/남북테마/개미투자자/전업투자자/아시아경제/비즈니스온/우리산업/텔콘rf제약/화텍파워/대한해운,2019-01-22 12:55:46+00:00,0,대한해운,81380,11630,2336.666667,2305.833333
주식 [MAKEIT STOCK],한국 뉴딜정책 관련주 BBIG 종목 차트 분석 | SK바이오팜 주식 전망 | 더존비즈온 | 펄어비스 주가 전망 |,2020-09-07 23:46:27+00:00,366,더존비즈온,236450,240261,124666.6667,127000
정보의 바다,"자동차부품관련주 영화테크,덕양산업,동화기업,경창산업,GH신소재,대우부품",2020-07-06 08:21:15+00:00,0,덕양산업,9684223,11012101,1500,1731.666667
콕스톡TV,"[주식][특징주][수돗물 유충 관련주]광동제약, 웰크론한텍, 웹스, 뉴보텍, 도화엔지니어링, 자연과환경, 한국주철관, 엔바이오니아",2020-09-28 03:02:19+00:00,902,도화엔지니어링,12228,35797,7435,7690
주식해우소,"코로나바이러스, C형간염과 HIV관련주 (동구바이오제약, 일성신약, 큐로컴, 지엔코)",2020-01-29 22:38:15+00:00,626,동구바이오제약,223690,322573,18008.33333,19658.33333
월천선생,"수돗물 유충,그린뉴딜 풍력테마, 유충테마,정치관련주 이재명,이낙연테마(웰크론한텍,동국산업,태웅,프리엠스,정다운등)수돗물유충관련주",2020-07-20 08:47:38+00:00,64,동국산업,2778535,1180642,2961.666667,3382.5
수익맨,"[주식]A형 간염의 확산!실질적으로 백신을 만드는 대박 수혜 대장 유력주 바로 공개![제약바이오,제약주,백신관련주,신풍제약,한독,일양약품,보령제약,동성제약]",2019-04-29 10:55:14+00:00,6751,동성제약,3001426,3399133,21316.66667,26233.33333
더블유우리투자,국제약품 VS 동성제약 흑사병 관련주 대 췌장암 관련주 [종목대종목],2019-11-14 06:41:30+00:00,404,동성제약,47423,87408,17583.33333,17741.66667
레드시그널,"살인진드기관련주, 중국신종 부니아바이러스, 치사율최대30% 관련주 (이글벳, 보령제약,녹십자,LG생활건강, 웰크론, 동성제약,이글벳,승일) 점검",2020-08-05 09:56:14+00:00,559,동성제약,122355,397820,13283.33333,13966.66667
콕스톡TV,"[주식][특징주][독감 예방접종 관련주]녹십자, sk케미칼, 동아에스티, 보령제약",2020-09-08 04:24:23+00:00,1148,동아에스티,5875,12093,97900,93066.66667
슬기로운 매매생활,"[임정우] 인천 수돗물 유충 - 테마 고점일까 단순 조정일까? (뉴보텍,웰크론한텍,시노펙스,에넥스,한국주철관,동양철관,이엔플러스,수처리관련주)",2020-07-21 02:06:20+00:00,51,동양철관,1460066,363308,1104.166667,1072.5
이상로의 빨간주식,"오이솔루션, 에이스테크, 다산네트웍스, 쏠리드 5G관련주 신고가 갈 종목은? 한국주철관, 동양철관, 웰크론한텍 수돗물유충관련주, 수도관관련주 전망",2020-07-20 08:54:23+00:00,16991,동양철관,1369608,1460066,1115,1104.166667
슬기로운 매매생활,"[임정우] 인천 수돗물 유충 - 서울에도 퍼지나? (뉴보텍,웰크론한텍,시노펙스,한국주철관,동양철관,이엔플러스,수처리관련주)",2020-07-20 01:30:58+00:00,1457,동양철관,1369608,1460066,1115,1104.166667
속리산개미TV,"조류독감과 관련하여 대안주인 수산관련주중 CJ씨푸드,동원수산,신라에스지에 관하여봅니다",2020-11-29 08:00:03+00:00,371,동원수산,6598,102482,9140,9283.333333
주식왕의 뉴스와 주식리치퓨쳐,주식왕의 뉴스와 주식   추천관심종목   동원수산    #동원수산#신라에스지#조류독감#관련주#ai,2020-12-13 14:47:22+00:00,744,동원수산,10672,468873,9290,9763.333333
주식왕의 뉴스와 주식리치퓨쳐,주식왕의 뉴스와 주식   추천관심종목   동원수산    #동원수산#신라에스지#조류독감#관련주#ai,2020-12-13 14:47:22+00:00,744,동원수산,10672,468873,9290,9763.333333
속리산개미TV,"조류독감과 관련하여 대안주인 수산관련주중 CJ씨푸드,동원수산,신라에스지에 관하여봅니다",2020-11-29 08:00:03+00:00,16991,동원수산,6598,102482,9140,9283.333333
정보의 바다,"자동차부품관련주 영화테크,덕양산업,동화기업,경창산업,GH신소재,대우부품",2020-07-06 08:21:15+00:00,0,동화기업,217500,567734,38566.66667,48116.66667
절제주식투자연구소,[절제 기업분석] 보톡스 이슈와 수소관련주 및 최근 수혜주 정리 분석 (대웅제약 두산퓨얼셀 다나와 에스제이그룹),2020-11-26 06:23:58+00:00,91,두산퓨얼셀,806253,515157,48041.66667,47841.66667
세렌스톡[Seren's Talk],고려제약/명문제약/조아제약/어린이괴질 관련주/서울바이오시스/HRS/현대에이치씨엔/두산퓨얼셀/한진칼/남영비비안/유니온머티리얼/노바텍/디피씨/남선알미늄/솔브레인/테스/안트로젠/메지온,2020-05-26 15:21:28+00:00,1660,두산퓨얼셀,4298326,728649,12632.83333,14039.16667
콕스톡TV,"[주식][보톡스관련주][메디톡스허가취소수혜주] 휴젤, 대웅제약, 휴온스, 디에스케이, 파마리서치프로덕트, 제테마",2020-06-18 05:26:19+00:00,1131,디에스케이,35049,3747,7030,7026.666667
"돈이되는이야기_한국,미국주식,뉴스","빅히트엔터테인먼트 상장일정, 관련주 5분에 정리(Ft.넷마블, 디피씨, 초록뱀, 키이스트, 방탄소년단, 빅히트 IPO)",2020-09-16 08:27:57+00:00,1967,디피씨,196994,263898,18991.66667,18841.66667
심플 관심종목 TV,"최근대형주 IPO 관련주 흐름으로 보는 빅히트 관련 주가흐름 및 종목에 대한 생각 // 디피씨,넷마블,엘비세미콘,초록뱀,키이스트",2020-09-02 11:13:57+00:00,14962,디피씨,1955523,4970298,18833.33333,19866.66667
주식의달인,"[주식] SK바이오팜/빅히트엔터 상장 기대감에 관련주 100% 수익 발생! 다음은 카카오게임즈! 수혜주 모두 공개합니다! (넷마블, 디피씨, SK디스커버리, 카카오게임즈 관련주)",2020-07-30 13:39:04+00:00,2798,디피씨,3957237,1703430,18991.66667,16983.33333
AP투자연구소 김용재 소장,디피씨 (026890) - 빅히트 상장관련주!! 한번 상장해볼때까지는 두고봐도 된다,2020-07-08 06:04:26+00:00,2200,디피씨,6535348,1190457,14283.33333,14458.33333
주식119,"[주식] SK바이오팜 다음은 방탄소년단이다! 빅히트엔터 관련주 상장 수혜주들 모두 공개! (방탄관련주, 빅히트관련주, 넷마블, 키이스트, 디피씨)",2020-07-06 13:01:50+00:00,18016,디피씨,3180749,4490625,11833.33333,13900
불사조,"[주식] BTS관련주 뽀개기! 빅히트 상장일정 총정리, 디피씨, 넷마블, 키이스트, 엘비세미콘, 초록뱀, 손오공",2020-07-06 12:05:42+00:00,5397,디피씨,3180749,4490625,11833.33333,13900
세렌스톡[Seren's Talk],고려제약/명문제약/조아제약/어린이괴질 관련주/서울바이오시스/HRS/현대에이치씨엔/두산퓨얼셀/한진칼/남영비비안/유니온머티리얼/노바텍/디피씨/남선알미늄/솔브레인/테스/안트로젠/메지온,2020-05-26 15:21:28+00:00,1660,디피씨,2233581,6088584,10775,11475
심플 관심종목 TV,"내일 관심테마! 그린뉴딜,조바이든,진단키트,어린이괴질,자율주행,빅히트,SV인베스트먼트//라닉스,모트렉스,루미마이크로,라닉스,오르비텍,현대공업,제이씨현시스템,셀리드,명문제약한화솔루션",2020-10-05 12:39:49+00:00,22335,라닉스,6902562,860085,11100,11141.66667
심플 관심종목 TV,"내일 관심테마! 그린뉴딜,조바이든,진단키트,어린이괴질,자율주행,빅히트,SV인베스트먼트//라닉스,모트렉스,루미마이크로,라닉스,오르비텍,현대공업,제이씨현시스템,셀리드,명문제약한화솔루션",2020-10-05 12:39:49+00:00,22335,라닉스,6902562,860085,11100,11141.66667
손느린아재,[주식 5분 요약] 7월 3일 유망종목 원격관련주 YMB넷 알서포트 링네트,2020-07-02 08:38:51+00:00,571,링네트,10741,21028,4600.833333,4646.666667
주식소림사,조류독감관련주 닭고기 뻥튀기 할까?마니커 마니커에프앤지 주가전망 주식분석,2020-02-16 13:30:02+00:00,0,마니커,4038116,1332049,783.5,777.1666667
SBS Biz 뉴스,조류독감도 전국 대유행 조짐?…하림·마니커 ‘초긴장’,2020-12-14 04:14:23+00:00,658,마니커,772066,514355,707,706.8333333
주식소림사,조류독감관련주 닭고기 뻥튀기 할까?마니커 마니커에프앤지 주가전망 주식분석,2020-02-16 13:30:02+00:00,4096,마니커,4038116,1332049,783.5,777.1666667
주식으로 슈퍼직장인,"[임정우] 조류독감 관련주 이글벳 매수는 어디서? (이글벳,파루,제일바이오,중앙백신,우진비앤지,사조씨푸드,CJ씨푸드,신라에스지,마니커에프앤지,체리부로,조류독감)",2020-12-14 06:29:49+00:00,1663,마니커에프앤지,195386,74642,8921.666667,8755
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1001,마니커에프앤지,20929,16121,8210,8280
최종원의 주식 밀착 취재,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,826,마니커에프앤지,132076,31016,9303.333333,9230
주식소림사,조류독감관련주 닭고기 뻥튀기 할까?마니커 마니커에프앤지 주가전망 주식분석,2020-02-16 13:30:02+00:00,0,마니커에프앤지,2014029,121308,10483.33333,9923.333333
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1351,마니커에프앤지,20929,16121,8210,8280
콕스톡TV,"[주식][특징주][돼지열병 관련주]이글벳, 우성사료, 한일사료, 마니커에프앤지, CJ씨푸드",2020-10-12 02:59:00+00:00,1302,마니커에프앤지,1230263,152379,9491.666667,8856.666667
주식으로 슈퍼직장인,"[임정우] 조류독감 관련주 이글벳 매수는 어디서? (이글벳,파루,제일바이오,중앙백신,우진비앤지,사조씨푸드,CJ씨푸드,신라에스지,마니커에프앤지,체리부로,조류독감)",2020-12-14 06:29:49+00:00,6627,마니커에프앤지,195386,74642,8921.666667,8755
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,0,마니커에프앤지,20929,16121,8210,8280
슬기로운 매매생활,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,2822,마니커에프앤지,132076,31016,9303.333333,9230
주식소림사,조류독감관련주 닭고기 뻥튀기 할까?마니커 마니커에프앤지 주가전망 주식분석,2020-02-16 13:30:02+00:00,4096,마니커에프앤지,2014029,121308,10483.33333,9923.333333
떡상개미,떡상개미 마크로젠 테마주 작전주 대박주 환기종목,2020-07-05 14:15:50+00:00,992,마크로젠,12760,29040,31816.66667,32725
주식으로 슈퍼직장인,"[최종원]8월28일 첨생법 시행. 내용 요약 + 관련주 정리(차바이오텍, 홈캐스트, 코아스템, 파미셀, 메디포스트, 에스씨엠생명과학, 녹십자랩셀, 마크로젠, 첨단재생바이오약법)",2020-08-24 11:13:32+00:00,8299,마크로젠,22938,21725,33091.66667,33433.33333
급등소문 월가주식,"[신풍제약 주가] 끝없는 급등 바이오 관련주 지금 당장 갈 종목 포착 SK바이오팜 주가보다 크게 터질 제2의 메디톡스 긴급공개 l 강현재 전문가 l 주식투자, 주식시세, 주식강의",2020-07-08 11:55:09+00:00,8978,메디톡스,893976,180498,233003,222883
콕스톡TV,"[주식][특징주][보톡스 분쟁 관련주]메디톡스, 대웅제약, 휴젤",2020-12-17 04:06:05+00:00,2440,메디톡스,690256,166663,224121.6667,197836.8333
모두투자그룹,[SK하이닉스] [메디톡스] 보톡스관련주 낸드시장  집중분석! 현대차의 수혜를 받고 급등기회를 노리고 있는 그 종목!!! [모두투자그룹 l 최병진 전문가],2020-10-21 10:00:26+00:00,1280,메디톡스,67403,124890,176585.8333,162551.3333
성공투자방송,"【주식범선생】메디톡스 보톡스 허가 취소, 반사이익 수혜주! 매수인가? 매도인가? (보톡스관련주, 보톡스반사이익)",2020-10-21 02:22:25+00:00,1351,메디톡스,67403,124890,176585.8333,162551.3333
투자의 민족,"[주식]메디톡스 보톡스 허가 취소, 반사이익 수혜주! 매수인가? 매도인가? (보톡스관련주, 보톡스반사이익)",2020-10-20 12:48:55+00:00,0,메디톡스,30261,67403,213209.3333,176585.8333
진성투자,"[주식] 메디톡스, 대웅제약, 휴젤 등 보톡스관련주 승자는 누가될것인가?",2020-08-13 12:32:54+00:00,724,메디톡스,22418,46044,159058.6667,162345.6667
불사조,"메디톡스, 식약처 품목허가취소는 부당! 이유는? 보톡스 관련주 끝장정리",2020-07-15 12:38:32+00:00,146,메디톡스,62429,59704,177198.6667,169954.5
이상로의 빨간주식,"메디톡스 판매금지, 알에프텍, 대웅제약, 보톡스관련주 대장주를 잡아라!",2020-06-18 09:13:17+00:00,744,메디톡스,574531,176394,111121.8333,108458.8333
심플 관심종목 TV,"[주식] 메디톡스 품목허가 취소 확정!! 메디톡신 반사이익 관련주 및 리스크에 대해 한번더 생각해볼수있는 이슈 // 대웅제약,휴젤,보톡스,보툴리눔톡신,식약처",2020-06-17 22:39:38+00:00,51,메디톡스,32035,574531,136368.6667,111121.8333
매일경제TV,바이든 관련주 한미글로벌vs줄기세포 관련주 메디포스트 / 지금 살까말까? / 매일경제TV,2020-10-19 02:51:17+00:00,1459,메디포스트,42375,22336,29158.33333,29575
아이스탁TV 아이컴퍼니,"첨생법 관련주 모멘텀 얻나?진원생명과학 바톤을 넘겨 받을 다크호스 종목! (파미셀, 메디포스트, 에스씨엠생명과학, 네이처셀, 녹십자랩셀, 바이오솔루션, 진원생명과학, 종목추천)",2020-08-26 04:59:33+00:00,1124,메디포스트,150144,137393,30091.66667,30316.66667
신의주식,[신神의종목] 첨생법관련주! TOP6! 차바이오텍 메디포스트 코아스템 유틸렉스 셀리드 바이오솔루션! 바이넥스주가 대정화금주가 한국타이어주가 진원생명과학 신풍제약 삼성중공우 신일제약,2020-08-25 07:53:41+00:00,5457,메디포스트,64000,150144,28741.66667,30091.66667
주식으로 슈퍼직장인,"[최종원]8월28일 첨생법 시행. 내용 요약 + 관련주 정리(차바이오텍, 홈캐스트, 코아스템, 파미셀, 메디포스트, 에스씨엠생명과학, 녹십자랩셀, 마크로젠, 첨단재생바이오약법)",2020-08-24 11:13:32+00:00,8299,메디포스트,29560,64000,26825,28741.66667
개미르망,우리들휴브레인 코아스템 차바이오텍 안트로젠 메디포스트 에스씨엠생명과학 파미셀/첨생법/줄기세포관련주/8월24일/종목분석,2020-08-24 11:02:07+00:00,1043,메디포스트,29560,64000,26825,28741.66667
콕스톡TV,"[주식][특징주][줄기세포 관련주]파미셀, 안트로젠, 강스템바이오텍, 네이처셀, 메디포스트, 에스씨엠생명과학",2020-12-23 02:56:53+00:00,1514,메디포스트,179967,126097,42025,35191.66667
개미르망,우리들휴브레인 코아스템 차바이오텍 안트로젠 메디포스트 에스씨엠생명과학 파미셀/첨생법/줄기세포관련주/8월24일/종목분석,2020-08-24 11:02:07+00:00,1043,메디포스트,29560,64000,26825,28741.66667
주식생성기,"[셀트리온 주가] 7월 썸머랠리를 장식할 세계1위 줄기세포 관련주! 바이오 데이터스테이션 최대수혜주! (젬백스,조아제약,에스티큐브,메디포스트,녹십자셀,코아스템,차바이오텍,파미셀)",2020-07-02 02:39:28+00:00,2298,메디포스트,15332,6862,27666.66667,27683.33333
주식인,"주식 줄기세포 관련주 전세계가 주목하는 줄기세포 권위주! 임상1상+2상+3상+국책과제까지! 500% 대시세의 신호탄이 터졌다! (파미셀,안트로젠,네이처셀,메디포스트,강스템바이오텍)",2020-06-11 10:55:35+00:00,76361,메디포스트,53567,90455,33416.66667,31741.66667
korean hunter 괴팍,줄기세포치료제로 뜨는 K-Bio#차바이오텍#안트로젠#코아스템#메디포스트#강스템바이오텍,2020-06-02 10:41:45+00:00,1349,메디포스트,69165,100798,28975,30641.66667
세렌스톡[Seren's Talk],고려제약/명문제약/조아제약/어린이괴질 관련주/서울바이오시스/HRS/현대에이치씨엔/두산퓨얼셀/한진칼/남영비비안/유니온머티리얼/노바텍/디피씨/남선알미늄/솔브레인/테스/안트로젠/메지온,2020-05-26 15:21:28+00:00,1660,메지온,12436,43113,178866.6667,192750
주식의달인,"[주식] 첨생법+첨바법 두 가지의 이슈를 받을 제약바이오주, 다시 한번 날 수 있을까?! 지금 관심을 가질 BEST3 종목! (테고사이언스, 올릭스, 멕아이씨에스, 첨생법관련주)",2020-08-27 12:11:49+00:00,5295,멕아이씨에스,48142,129795,43499.66667,45182.5
픽파크TV,유망테마주 명문제약(017180) 주가전망 [주식투자] 치매 낙태죄폐지 바이오시밀러 테마주 명문제약 종목분석 및 진단,2019-05-02 13:18:29+00:00,319,명문제약,39835,5769551,5368.166667,6238.166667
픽파크TV,유망테마주 명문제약(017180) 주가전망 [주식투자] 치매 낙태죄폐지 바이오시밀러 테마주 명문제약 종목분석 및 진단,2019-05-02 13:18:29+00:00,319,명문제약,39835,5769551,5368.166667,6238.166667
콕스톡TV,"[주식][특징주][조류독감 관련주]진원생명과학, 체시스, 바이오니아, 큐브앤컴퍼니, 제일바이오, 파루, 중앙백신, 이글벳, 명문제약",2020-10-26 03:07:20+00:00,668,명문제약,986770,265641,6410,6043.333333
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-14 16:47:52+00:00,1872,명문제약,347609,291009,6728.333333,6646.666667
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-13 16:07:47+00:00,529,명문제약,601191,347609,6833.333333,6728.333333
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-12 16:10:40+00:00,632,명문제약,789411,601191,7041.666667,6833.333333
콕스톡TV,"[주식][화이자관련주, 명문제약, 제넥신, 차바이오텍, 파미셀, 에이비엘바이오",2020-07-02 05:00:55+00:00,847,명문제약,4074439,198984,6186.666667,5678.333333
그레이스파트너스,수돗물 유충 발견 확산 구충제관련주 급등 화일약품/ 국제약품/ 명문제약/ 조아제약,2020-07-21 07:47:09+00:00,6627,명문제약,1291413,791683,5671.666667,5873.333333
삼색이H,"국내 어린이 괴질 관련주,   치료 효과 소식 속 테이코플라닌 성분의 테코닌주 생산 부각 명문제약 입니다.",2020-11-12 04:55:45+00:00,43,명문제약,1115730,1183271,6486.666667,6440
파트너스코리아,"명문제약 ★ 어린이 괴질 관련주, 오늘 하락은 FAKE다!",2020-05-27 10:23:15+00:00,0,명문제약,7677182,1434415,8196.666667,7490
주식으로 슈퍼직장인,"[최종원] 명문제약! 코로나 치료제 + 어린이 괴질 이슈는 계속된다?(괴질, 카모스타트, 나파모스타트, 수젠텍, 피씨엘, 소아 다기관염증증후군, 가와사키병 등)",2020-05-27 08:52:07+00:00,1895,명문제약,7677182,1434415,8196.666667,7490
AP투자연구소 김용재 소장,[003850]보령제약 - 어린이 괴질관련주 고려제약 조아제약 명문제약 급등 과연 보령제약주가 의 향방은?,2020-05-27 05:59:33+00:00,1595,명문제약,7677182,1434415,8196.666667,7490
세렌스톡[Seren's Talk],고려제약/명문제약/조아제약/어린이괴질 관련주/서울바이오시스/HRS/현대에이치씨엔/두산퓨얼셀/한진칼/남영비비안/유니온머티리얼/노바텍/디피씨/남선알미늄/솔브레인/테스/안트로젠/메지온,2020-05-26 15:21:28+00:00,1660,명문제약,9177413,7677182,7386.666667,8196.666667
주식으로 슈퍼직장인,"[용호] 어린이괴질 국내 의심 환자 발생. 대장주 고려제약 상한가 이후 더 간다?(feat. 조아제약, 명문제약)",2020-05-26 09:37:58+00:00,1596,명문제약,9177413,7677182,7386.666667,8196.666667
나이스스탁,"[명문제약 주가] 어린이 괴질 관련주, 명문제약, 서울바이오시스, 조아제약, 아직 2차 시세 안나온 괴질 치료제 수혜주 긴급공개!",2020-05-26 08:22:39+00:00,14499,명문제약,9177413,7677182,7386.666667,8196.666667
나이스스탁,"[명문제약 주가] 어린이 괴질 관련주, 명문제약, 서울바이오시스, 조아제약, 아직 2차 시세 안나온 괴질 치료제 수혜주 긴급공개!",2020-05-26 08:22:39+00:00,14499,명문제약,9177413,7677182,7386.666667,8196.666667
급등일보TV - 주식속보메신저,첫 테마가 가장 강하다! 어린이 괴질테마 이제 시작이다! 고려제약 조아제약 명문제약,2020-05-26 08:21:06+00:00,1523,명문제약,9177413,7677182,7386.666667,8196.666667
전업투자자 종가지존,[주식]대세상승장? 시황 및 종목 - 괴질관련주. 명문제약/고려제약/조아제약. 뭘사도 수익. 뭘들고있어도 수익.,2020-05-26 06:53:58+00:00,1097,명문제약,9177413,7677182,7386.666667,8196.666667
빨간맛 주식,[주식투자] 어린이괴질관련주 조아제약 명문제약 보령제약 고려제약 상승각!,2020-05-25 07:30:02+00:00,975,명문제약,7969508,9177413,6988.333333,7386.666667
콕스톡TV,"[주식][어린이괴질 관련주] 조아제약, 명문제약, 고려제약, 영진약품, CMG제약, 신풍제약, 국제약품, 경동제약, 경보제약, 삼성제약",2020-05-25 03:24:03+00:00,375,명문제약,7969508,9177413,6988.333333,7386.666667
주식천사,[아스피린 관련주] 어린이괴질 빠른 시일내 해소되길   l 아스피린 SK바이오랜드 조아제약 명문제약 고려제약 유한양행 삼진제약 보령제약 CMG제약 제약테마,2020-05-24 06:04:30+00:00,849,명문제약,2255602,7969508,6420,6988.333333
AP투자연구소 김용재 소장,명문제약 (017180) 어린이 괴질 관련 아스피린 제약 테마주 형성 !! 이제 시작인가?,2020-05-18 06:47:03+00:00,1549,명문제약,10340939,2084340,6640,6680
콕스톡TV,"[주식][특징주][조류독감 관련주]진원생명과학, 체시스, 바이오니아, 큐브앤컴퍼니, 제일바이오, 파루, 중앙백신, 이글벳, 명문제약",2020-10-26 03:07:20+00:00,875,명문제약,986770,265641,6410,6043.333333
심플 관심종목 TV,"내일 관심테마! 그린뉴딜,조바이든,진단키트,어린이괴질,자율주행,빅히트,SV인베스트먼트//라닉스,모트렉스,루미마이크로,라닉스,오르비텍,현대공업,제이씨현시스템,셀리드,명문제약한화솔루션",2020-10-05 12:39:49+00:00,22335,모트렉스,4554807,1140527,7013.333333,6746.666667
무료종목추천ᅳ주식스텔스,[사료테마주] 돼지독감 유행 우려감 사료주급등 사료관련주 차트비교하기 (한일사료 현대사료 대주산업 우성사료 미래생명자원 케이씨피드),2020-07-01 08:09:09+00:00,131,미래생명자원,526350,58125,3423.333333,3318.333333
심플 관심종목 TV,"동시 진단키트 관련주 간단 차트및 재료 정리 및 상승한이유 // FDA 신청 예정 // 바디텍메드,나노엔텍,앤디포스",2020-09-07 10:22:15+00:00,19008,바디텍메드,561028,2098932,30558.33333,37675
심플 관심종목 TV,"내일테마 관심종목! KNN,재택근무,마스크,음압병실,교육,진단키트,치료제,첨생법,아시아나,카카오 //진원생명과학,신일제약,에스맥,일신바이오,대정화금,바이넥스,GH신소재,유엔젤,텔콘",2020-08-26 12:34:10+00:00,19549,바이넥스,8039527,4865459,31083.33333,29783.33333
콕스톡TV,"[주식][특징주][조류독감 관련주]진원생명과학, 체시스, 바이오니아, 큐브앤컴퍼니, 제일바이오, 파루, 중앙백신, 이글벳, 명문제약",2020-10-26 03:07:20+00:00,668,바이오니아,70772,141518,23425,21683.33333
