채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
하승훈의 대박 주식투자,12월8일 꼭봐야할 주도 테마주 셀트리온헬스케어 종근당바이오 녹십자랩셀 이오플로우 KMH 에이치엘비생명과학 에스티팜 SGA 한국정보 동신건설 서연탑메탈 KNN 자비스 유비쿼스..,2020-12-07 14:47:26+00:00,23479,동신건설,1239325,567394,14291.66667,17683.33333
박정식의 주식디자인연구소,주식투자 정세균 지하고속도로 개발 관련주 특수건설 이화공영 우원개발 코리아에스이 동아지질 덕신하우징 삼호개발 kt서브마린,2020-07-07 09:22:37+00:00,1588,동아지질,20574,584292,15175,16066.66667
역삼동천사아레스주식방송,대선테마주 정세균테마주 수산중공업 알루코 대한약품 AP위성 한양디지텍 에스에이엠티 동양이엔피 실시간 매수 계좌인증,2020-12-13 00:00:09+00:00,628,동양이엔피,3561,10009,15725,15616.66667
잠수함 Stock,VR AR 관련주 일정 챙기기 / 덱스터 위지윅스튜디오 동운아나텍 드래곤플라이 엠게임 이랜텍 한빛소프트,2020-08-06 15:55:09+00:00,0,동운아나텍,128468,286434,4967.666667,5261.666667
주식X파일,"특징테마 및 관련주 분석 - 수소차, 3D프린터, 미디어 관련주 - 에스퓨얼셀, 두산퓨얼셀, 일진다이아, 제이엔케이히터, TPC, 상한가",2020-06-23 09:35:13+00:00,91,두산퓨얼셀,3609842,4777999,27089.5,32306.16667
잠수함 Stock,VR AR 관련주 일정 챙기기 / 덱스터 위지윅스튜디오 동운아나텍 드래곤플라이 엠게임 이랜텍 한빛소프트,2020-08-06 15:55:09+00:00,0,드래곤플라이,176352,68287,3320,3358.333333
북꼼,"VR, AR 규제 폐지 관련주 지금이 매수 적기다! VR,AR 관련주(이랜텍, 한빛소프트, 와이제이엠게임즈, 드래곤플라이,아이엠, 덱스터)",2020-07-30 05:22:07+00:00,1872,드래곤플라이,206280,61022,3068.333333,3047.5
무료종목추천ᅳ주식스텔스,가상현실 증강현실 AR/VR 관련 테마주 관련종목 규제완화이랜텍 한빛소프트 아이엠 와이제이엠게임즈 드래곤플라이 덱스터 위지웍스튜디오 주식무료방송 주식스텔스,2020-07-28 07:01:39+00:00,238,드래곤플라이,2044082,270075,3494.166667,2970.833333
웃지 주식,"[웃지] 7월28일 관심주 - VR(가상), AR(증강) 관련주를 잡아보자!! 아이엠,한빛소프트,와이제이엠게임즈,드래곤플라이,바른손이앤에이,이랜텍,미투온,디오스텍",2020-07-27 15:16:06+00:00,275,드래곤플라이,40464,2044082,2802.5,3494.166667
심플 관심종목 TV,"文대통령 &quot;VR·AR 규제 일단 모두 풀라 관련주 정리 및 재료에 대한 생각 // 한빛소프트,와이제이엠게임즈,이랜텍,아이엠,나노캠텍,드래곤플라이",2020-07-27 10:41:42+00:00,304,드래곤플라이,40464,2044082,2802.5,3494.166667
골드크로스주식,주식_성공투자★VR AR 가상현실 증강현실의 미래 _ 오늘의 상한가분석_김보현 주식연구소_남선알미늄 태원물산 인터엠 보해양조 드래곤플라이 텔루스 팅크웨어 에스넷 삼성에스디에스,2018-12-03 10:27:53+00:00,6327,드래곤플라이,810358,121249,3815.833333,3821.666667
AP투자연구소 김용재 소장,드림시큐리티 (203650) - 카카오뱅크 보안관련주! 비대면 디지털 뉴딜이라는 키워드까지!,2020-09-28 06:00:01+00:00,5,드림시큐리티,5549967,1241906,4181.666667,4172.5
외인잡는개미,블록체인 보안 관련주 종목추천 (케이사인 드림시큐리티 라온시큐어),2020-09-13 21:00:03+00:00,1109,드림시큐리티,18240371,815909,4070,3793.333333
주식으로 슈퍼직장인,"[최종원]공인인증서 폐지? 다음 일정 포인트는? 대장은 핀테크? 보안?(한국정보인증, 한국전자인증, 라온시큐어, 드림시큐리티, 시큐브, SGA솔루션즈, 민앤지, 보안주 등)",2020-05-18 09:34:28+00:00,5,드림시큐리티,1430982,10725961,2932.5,3457.5
그레이스파트너스,블록체인 보안관련주 급등! 케이사인/ 휴네시온/ 지란지교시큐리티/ 드림시큐리티,2020-09-17 10:12:36+00:00,21471,드림시큐리티,18653615,3076028,4493.333333,4195
외인잡는개미,블록체인 보안 관련주 종목추천 (케이사인 드림시큐리티 라온시큐어),2020-09-13 21:00:03+00:00,64,드림시큐리티,18240371,815909,4070,3793.333333
잠수함 Stock,CBDC(디지털 화폐) 시대 도래! 결제는 어떻게? 블록체인/NFC/보안 관련주! 파트론ㅣ이그잭스ㅣ아모텍ㅣ갤럭시아컴즈ㅣ드림시큐리티ㅣ라온시큐어ㅣ안랩,2020-09-02 18:07:28+00:00,4096,드림시큐리티,350105,176277,3668.333333,3645.833333
왕심심주식투자!!!,매수강추합니다! 우진 드림시큐리티 이재명지사 관련주와 블록체인!,2020-07-20 09:15:03+00:00,289,드림시큐리티,87484,1245446,3425,3559.166667
상따개미TV,[상따개미TV] #젬백스링크 - 생체인식테마주 드림텍.시큐브 매매기법-시가갭돌파매매 월1억벌기 프로젝트 공개합니다.,2020-06-09 14:03:08+00:00,724,드림텍,7882762,1663077,9744,9559.666667
해선백두,데이타3번국회통과수혜주.빅데이터.오픈베이스.보안관련주.윈스.케이사인.라온시큐어.,2020-01-09 16:30:51+00:00,1079,라온시큐어,76521,73879,2726.666667,2750
외인잡는개미,블록체인 보안 관련주 종목추천 (케이사인 드림시큐리티 라온시큐어),2020-09-13 21:00:03+00:00,1109,라온시큐어,1536608,675523,3778.333333,3842.5
주식으로 슈퍼직장인,"[최종원]공인인증서 폐지? 다음 일정 포인트는? 대장은 핀테크? 보안?(한국정보인증, 한국전자인증, 라온시큐어, 드림시큐리티, 시큐브, SGA솔루션즈, 민앤지, 보안주 등)",2020-05-18 09:34:28+00:00,5,라온시큐어,1591882,18981740,3388.333333,4503.333333
주린이,오픈뱅킹관련주 핀테크관련주 한국전자인증 케이사인 라온시큐어 동양네트웍스,2019-10-30 08:04:33+00:00,0,라온시큐어,266244,464983,3205,3122.5
투자의시간,"[11월 증시전망] 단기매매 내일 시초가 잡으시면 10%이상 수익 기대 종목 TOP 3 블록체인관련주, 보안관련주, 디지털화폐관련주, 바이오관련주, 라온시큐어, 한네트, 앤디포스",2020-11-24 11:58:33+00:00,744,라온시큐어,110440,479499,3690,3808.333333
외인잡는개미,블록체인 보안 관련주 종목추천 (케이사인 드림시큐리티 라온시큐어),2020-09-13 21:00:03+00:00,64,라온시큐어,1536608,675523,3778.333333,3842.5
잠수함 Stock,CBDC(디지털 화폐) 시대 도래! 결제는 어떻게? 블록체인/NFC/보안 관련주! 파트론ㅣ이그잭스ㅣ아모텍ㅣ갤럭시아컴즈ㅣ드림시큐리티ㅣ라온시큐어ㅣ안랩,2020-09-02 18:07:28+00:00,4096,라온시큐어,166418,84380,3544.166667,3531.666667
주식해서직장퇴직하기,"공인인증서 폐지 관련주, 보안주, 블록체인_라온시큐어 3탄",2020-06-07 01:34:05+00:00,6327,라온시큐어,3776971,1112971,4590.833333,4179.166667
주식해서직장퇴직하기,"공인인증서 폐지 관련주, 보안주, 블록체인_라온시큐어 2탄",2020-06-04 12:35:33+00:00,1046,라온시큐어,684412,3776971,4305.833333,4590.833333
수원주식TV,[라이브플렉스]핀테크 관련주랍니다,2019-12-04 07:10:22+00:00,64,라이브플렉스,236074,3056579,10766.66667,12183.33333
거지개미,"[주식/증권] 로보로보, 언택트 관련주, AI관련주, 인공지능 관련주, AI인공지능 관련주, 클라우드 관련주, 5G 관련주, 빅데이터 관련주, 전파기지국, 가상화폐 관련주",2020-05-21 13:50:25+00:00,0,로보로보,166708,16456696,4280.833333,5888.333333
리더스트레이딩,한국판 뉴딜 관련주 로보로보 +20.76%수익 💰,2020-09-09 09:03:19+00:00,913,로보로보,124108,440641,5191.666667,5240
세렌스톡[Seren's Talk],이낙연 관련주 VS 정세균 관련주/서원/대창/주연테크/남화토건/수산중공업/큐로홀딩스/신테카바이오/올리패스/압타바이오/에스텍파마/엔케이물산/넥스트아이/로보로보/주식공부/주식특강,2019-12-17 14:32:10+00:00,739,로보로보,625754,1301441,5000,5066.666667
정보의 바다,"3D프린터관련주 TPC,맥스로텍,로보스타,티앤알바이오팹,세중",2020-06-23 08:04:18+00:00,1280,로보스타,37331,26902,15233.33333,15341.66667
주식으로 슈퍼직장인,"[최종원]SKT 인천 스마트시티 계약! IoT 사물인터넷 관련주 총정리 2탄(에이디칩스,에스넷,링네트,기가레인,효성ITX)",2019-04-29 09:44:46+00:00,304,링네트,46656,53682,4313.333333,4345.833333
주식으로 슈퍼직장인,"[최종원]SKT 인천 스마트시티 계약! IoT 사물인터넷 관련주 총정리 1탄(에이디칩스,에스넷,링네트,기가레인,효성ITX)",2019-04-29 09:32:16+00:00,21471,링네트,46656,53682,4313.333333,4345.833333
대박투나잇,"[주식] 5G+사물인터넷! 꼭 알아야하는 수혜주 공개! (매직마이크로, 삼지전자, 넥스트BT, 카페24, 옵트론텍)",2019-06-11 06:42:48+00:00,264,매직마이크로,7788002,1300169,1772.5,1600
주식분석,"정치테마주 ( 이낙연, 안철수, 이재명, 윤석렬, 정세균, 김경수 ) 안랩, 지에스이 매커스, 삼부토건 남선알미늄 남성 남화산업, 남화토건, 덕성우, 서연, 에이텍, 헹지엘리트",2020-11-12 15:40:33+00:00,1153,매커스,26541,14141,4843.333333,4828.333333
정보의 바다,"3D프린터관련주 TPC,맥스로텍,로보스타,티앤알바이오팹,세중",2020-06-23 08:04:18+00:00,1280,맥스로텍,1040103,183576,1213.333333,1149.166667
심플 관심종목 TV,"정부 3D프린팅 글로벌 5대강국으로 키운다? 관련주 정리 및 이쪽테마 매매시 주의할점 // 스맥,TPC,티앤알바이오팹,맥스로텍,하이비젼시스템,3D프린터",2020-06-22 14:26:22+00:00,1351,맥스로텍,17750,1040103,1165,1213.333333
수익맨,"[주식] 재도약을 준비하고 있는 5G 관련주! 다 알고 있는 주식 말고, 숨어있는 종목 4종목 공개! (에이스테크, 5G수혜주, 전파기지국, 머큐리, 이루온, 우리넷, 디지털뉴딜)",2021-01-21 11:13:55+00:00,2440,머큐리,80957,41579,10150,10216.66667
매일경제TV,"JP모건 헬스케어 컨퍼런스 관련주, 메드팩토·압 타바이오·브릿지바이오테라퓨틱스·삼성바이오로직스·지놈앤컴퍼니·지트리비앤티 / 염블리! 염승환 &#39;여의도에서 왔습니다&#39; / 매일경제TV",2020-12-29 23:52:10+00:00,13524,메드팩토,324472,106408,116266.6667,118433.3333
익절TV,한국파마 및 이재명 윤석열 정세균 안철수 대선관련주 총정리 및 분석 신원종합개발 서연탑메탈 모베이스 전자 신세계건설 동신건설 오리엔트정공 성안 수산중공업 까뮤이앤씨 써니전자 대선주,2021-01-19 03:49:27+00:00,529,모베이스,86476,232636,3924.166667,4127.5
웃지 주식,"[웃지] 7월28일 관심주 - VR(가상), AR(증강) 관련주를 잡아보자!! 아이엠,한빛소프트,와이제이엠게임즈,드래곤플라이,바른손이앤에이,이랜텍,미투온,디오스텍",2020-07-27 15:16:06+00:00,275,미투온,164823,1169857,7630,7811.666667
주식차트대장,"[민앤지][위세아이텍] 마이데이터 관련주 분석! 추천주 AS 평화산업,티웨이홀딩스,세명전기,대양금속,용평리조트,태광",2021-02-02 13:53:45+00:00,161,민앤지,19575,14468,17925,17958.33333
주식으로 슈퍼직장인,"[최종원]공인인증서 폐지? 다음 일정 포인트는? 대장은 핀테크? 보안?(한국정보인증, 한국전자인증, 라온시큐어, 드림시큐리티, 시큐브, SGA솔루션즈, 민앤지, 보안주 등)",2020-05-18 09:34:28+00:00,5,민앤지,56320,89533,14383.33333,15058.33333
박정식의 주식디자인연구소,주식투자 오픈뱅킹 시범운영 이슈 핀테크 관련주 살펴보자 카카오 naver KG이니시스 다날 아모텍 KG모빌리언스 코나아이 민앤지 웹케시,2019-10-28 07:47:53+00:00,2556,민앤지,4282,20550,16408.33333,16616.66667
머니허니 미란앵 커,마켓브리핑 20190620 제넥신(바이오주/유전자치료제 관련주/유전자가위) 민앤지(핀테크 관련주/간편현금결제/개인정보보안2차인증),2019-06-26 09:00:35+00:00,21471,민앤지,29061,5567,23608.33333,23608.33333
웃지 주식,"[웃지] 7월28일 관심주 - VR(가상), AR(증강) 관련주를 잡아보자!! 아이엠,한빛소프트,와이제이엠게임즈,드래곤플라이,바른손이앤에이,이랜텍,미투온,디오스텍",2020-07-27 15:16:06+00:00,275,바른손이앤에이,527509,6942190,1666.666667,1797.5
삼색이H,스마트폰 카메라 모듈 관련주 및 생체인식 관련주 바이오로그디바이스 입니다.,2020-12-14 17:58:22+00:00,254,바이오로그디바이스,87528,29654,1685,1672.5
세렌스톡[Seren's Talk],"이낙연 관련주(서원/범양건영/동양물산)/정세균(수산중공업)/박원순(성안)/안철수(케이씨피드/써니전자)/AJ네트웍스/위메이드/피에스케이/비보존 관련주/에스텍파마/폐장일, 배당일",2019-12-22 14:27:51+00:00,910,범양건영,3500800,8147378,2957.5,3194.166667
골드크로스주식,주식_성공투자★VR AR 가상현실 증강현실의 미래 _ 오늘의 상한가분석_김보현 주식연구소_남선알미늄 태원물산 인터엠 보해양조 드래곤플라이 텔루스 팅크웨어 에스넷 삼성에스디에스,2018-12-03 10:27:53+00:00,6327,보해양조,1600385,6127408,1270.833333,1549.166667
MTN 머니투데이방송,"[조상기의 즐.투.생] 오늘의 투자 스토리 &#39;의약품,헬스케어, 화장품&#39; - 동국제약,브이티지엠피 / 머니투데이방송 (증시, 증권)",2020-12-22 02:13:42+00:00,1531,브이티지엠피,83649,158906,9076.666667,8966.666667
박찬홍 '홍티비',"비트코인, 관련주 매수하기전 보고가야 할 정보 총정리!(우리기술투자,인프라웨어,SBI인베스트먼트,비덴트,에이티넘인베스트먼트,제이씨현시스템)",2020-11-24 14:36:56+00:00,91,비덴트,667543,11032944,8088.333333,10508.33333
근투생,"[가상화폐 관련주 완벽정리] 비트코인  관련주 TOP5 종목 추천 (우리기술투자, 에이티넘인베스트, 케이피엠테크, 비덴트, SBI인베스트먼트 주가전망)",2020-10-22 09:00:09+00:00,6627,비덴트,4245735,1830856,6661.666667,6816.666667
4060TV,"(비트코인 1만불 돌파) 암호화폐 관련주 추천서열, 비트코인, 암호화폐, 가상화폐, SCI평가정보, 우리기술투자, 비덴트, 에이티넘인베스트, SBI인베스트먼트, 비티원,",2020-07-27 14:26:14+00:00,1131,비덴트,477717,2994042,6193.333333,6995
졍아나,[인공지능 빅데이터 관련주] 비즈니스온 파이오링크 에코마케팅 이지영아나운서의 관심종목❣️,2020-07-21 05:07:55+00:00,278,비즈니스온,11169,30897,16391.66667,16516.66667
음굿&Umgood,20.07.29. 상한가 이유 #한미미사일지침 #우주발사체 #고체연료 #우주항공산업관련주 #가상현실(VR)관련주 #증강현실(AR)관련주 #비츠로테크 #위지윅스튜디오 #인스코비,2020-07-29 10:29:45+00:00,529,비츠로테크,6388344,8672765,10205,12150
정보의 바다,빅데이터관련주 원격진료 유비케어 소프트센 비트컴퓨터 인피니트헬스케어,2020-02-09 02:50:56+00:00,2089,비트컴퓨터,24730,24713,5711.666667,5760
로로쌤TV,[주식] 삼본전자 과거 홍체인식관련주 | 현재 정치테마주 | 주가위치는?,2019-05-13 14:32:07+00:00,1006,삼본전자,137833,354312,3451.666667,3231.666667
주세남,수산중공업 삼부토건 에이텍 덕성 정세균 테마쟁이 수익남,2020-11-26 05:25:52+00:00,620,삼부토건,2094022,997319,5545,5351.666667
주식분석,"정치테마주 ( 이낙연, 안철수, 이재명, 윤석렬, 정세균, 김경수 ) 안랩, 지에스이 매커스, 삼부토건 남선알미늄 남성 남화산업, 남화토건, 덕성우, 서연, 에이텍, 헹지엘리트",2020-11-12 15:40:33+00:00,1153,삼부토건,913572,1578922,4260.833333,4565.833333
달팽이주식,"뉴딜도 우량주다, 뉴딜이후 증시 전망 (LG화학,현대차,삼성SDI,삼성바이오로직스,카카오,네이버,SK이노베이션,엔씨소프트,삼성전자 주가 전망,뉴딜관련주,그린뉴딜,디지털뉴딜)",2020-09-06 08:34:27+00:00,2822,삼성SDI,151745,88723,437416.6667,432666.6667
시그널스탁TV,"삼성전자,삼성SDI,LG화학,셀트리온헬스케어,5G관련주,RFHIC,서진시스템",2021-01-05 11:00:07+00:00,0,삼성SDI,154627,154122,670833.3333,695166.6667
달팽이주식,"뉴딜도 우량주다, 뉴딜이후 증시 전망 (LG화학,현대차,삼성SDI,삼성바이오로직스,카카오,네이버,SK이노베이션,엔씨소프트,삼성전자 주가 전망,뉴딜관련주,그린뉴딜,디지털뉴딜)",2020-09-06 08:34:27+00:00,2822,삼성바이오로직스,33882,24394,765000,777833.3333
매일경제TV,"JP모건 헬스케어 컨퍼런스 관련주, 메드팩토·압 타바이오·브릿지바이오테라퓨틱스·삼성바이오로직스·지놈앤컴퍼니·지트리비앤티 / 염블리! 염승환 &#39;여의도에서 왔습니다&#39; / 매일경제TV",2020-12-29 23:52:10+00:00,13524,삼성바이오로직스,47782,26581,805000,823000
주식해서직장퇴직하기,"바이오 관련주 어떻게 대응해야 하나?_셀트리온, 셀트리온헬스케어, 셀트리온제약, 삼성바이오로직스",2020-12-08 12:23:56+00:00,2370,삼성바이오로직스,99564,39380,860166.6667,831166.6667
이상로의빨간주식,"셀트리온헬스케어, 제넥신, 삼성바이오로직스, 셀트리온 치료제관련주, 백신관련주 코스닥 신고가 제약바이오가 해낼 것입니다. 주포세력의 목표가 잡는방법",2020-12-07 08:40:08+00:00,8077,삼성바이오로직스,87409,99564,833833.3333,860166.6667
골드크로스주식,주식_성공투자★VR AR 가상현실 증강현실의 미래 _ 오늘의 상한가분석_김보현 주식연구소_남선알미늄 태원물산 인터엠 보해양조 드래곤플라이 텔루스 팅크웨어 에스넷 삼성에스디에스,2018-12-03 10:27:53+00:00,6327,삼성에스디에스,11388,4862,198333.3333,200083.3333
하승훈의 대박 주식투자,"비트코인 가상화폐 관련주, 삼성전자 사상최고가, 사회적 거리두기 2단계, 해운조선 관련주 등 급등주 테마주 관심종목",2020-11-23 12:03:16+00:00,1351,삼성전자,5723589,7467012,65316.66667,67483.33333
갤럭시투자그룹,[종목쇼핑] 정부와 삼성전자 힘 입어 급등 홈런 칠 &#39;이 종목&#39;ㅣ갤럭시투자그룹 조예담ㅣ디지털뉴딜관련주ㅣ5G관련주ㅣ주식투자ㅣ재테크ㅣ 종목분석,2021-02-02 08:39:04+00:00,2365,삼성전자,5180893,4309541,84250,84600
주식119,"[돈 버는 법] 삼성전자의 미래먹거리 인공지능! 핵심수혜주 TOP2 종목 공개!(AI, 빅데이터, 삼성전자)",2019-12-19 05:17:40+00:00,12745,삼성전자,3108634,1932719,56866.66667,56050
주식으로 슈퍼직장인,"[최종원] 삼성전자 사물인터넷 프로세서 공개! 관련주 엑사이엔씨,기가레인,에스넷,효성ITX,케이사인 2탄",2019-05-07 07:47:35+00:00,238,삼성전자,3503506,1526884,44833.33333,44350
주식으로 슈퍼직장인,"[최종원] 삼성전자 사물인터넷 프로세서 공개! 관련주 엑사이엔씨,기가레인,에스넷,효성ITX,케이사인 1탄",2019-05-07 07:26:47+00:00,1302,삼성전자,3503506,1526884,44833.33333,44350
슈퍼개미 이세무사TV,"슈퍼개미 관심종목 200908-삼성전자, 앤디포스, 초록뱀ㅣ코로나 백신 관련주ㅣ디지털 뉴딜 관련주ㅣ그린 뉴딜 관련주",2020-09-08 11:48:35+00:00,6327,삼성전자,4490675,5719716,57383.33333,58083.33333
달팽이주식,"뉴딜도 우량주다, 뉴딜이후 증시 전망 (LG화학,현대차,삼성SDI,삼성바이오로직스,카카오,네이버,SK이노베이션,엔씨소프트,삼성전자 주가 전망,뉴딜관련주,그린뉴딜,디지털뉴딜)",2020-09-06 08:34:27+00:00,2822,삼성전자,6929495,3165391,55450,56000
시그널스탁TV,"삼성전자,삼성sdi,lg화학,셀트리온헬스케어,5g관련주,케이엠더블유,삼성sdi주가전망",2021-01-13 08:00:21+00:00,0,삼성전자,7669001,4368268,90083.33333,89100
시그널스탁TV,"삼성전자,삼성SDI,LG화학,셀트리온헬스케어,5G관련주,RFHIC,서진시스템",2021-01-05 11:00:07+00:00,0,삼성전자,9401631,9524607,82316.66667,83966.66667
윤정두 '주식투시경',코로나19 변동성 확대 테마주 &amp; 셀트리온헬스케어 &amp;  씨젠 &amp; 대웅 &amp; SK하이닉스 &amp; 삼성전자 (12월 13일 야간 특별교육),2020-12-14 08:45:16+00:00,558,삼성전자,4578334,4479598,73650,73716.66667
글로벌스타의 프라이스액션,20191230_&quot;삼성전자&quot;가_만들어가는_블록체인_대박은 언제쯤 나오나 #비트코인 #삼성전자 #블록체인,2019-12-29 16:38:30+00:00,16991,삼성전자,3563263,835120,55850,56250
글로벌스타의 프라이스액션,20191230_&quot;삼성전자&quot;가_만들어가는_블록체인_대박은 언제쯤 나오나 #비트코인 #삼성전자 #블록체인,2019-12-29 16:38:30+00:00,16991,삼성전자,3563263,835120,55850,56250
이상로의빨간주식,"케이피에프, 삼영엠텍 디지털뉴딜과 그린뉴딜, 뉴딜펀드 공략방법, 현대제철, 건설주 저PBR 실적시즌 재평가, 개별주와 저가매수",2020-10-13 08:22:23+00:00,1131,삼영엠텍,43361,173078,5806.666667,6140
대박투나잇,"[주식] 5G+사물인터넷! 꼭 알아야하는 수혜주 공개! (매직마이크로, 삼지전자, 넥스트BT, 카페24, 옵트론텍)",2019-06-11 06:42:48+00:00,264,삼지전자,568318,298221,14741.66667,14658.33333
박정식의 주식디자인연구소,주식투자 정세균 지하고속도로 개발 관련주 특수건설 이화공영 우원개발 코리아에스이 동아지질 덕신하우징 삼호개발 kt서브마린,2020-07-07 09:22:37+00:00,1588,삼호개발,11359,242968,4337.5,4365.833333
주식분석,"정치테마주 ( 이낙연, 안철수, 이재명, 윤석렬, 정세균, 김경수 ) 안랩, 지에스이 매커스, 삼부토건 남선알미늄 남성 남화산업, 남화토건, 덕성우, 서연, 에이텍, 헹지엘리트",2020-11-12 15:40:33+00:00,1153,서연,1804544,561215,13316.66667,12116.66667
익절TV,한국파마 및 이재명 윤석열 정세균 안철수 대선관련주 총정리 및 분석 신원종합개발 서연탑메탈 모베이스 전자 신세계건설 동신건설 오리엔트정공 성안 수산중공업 까뮤이앤씨 써니전자 대선주,2021-01-19 03:49:27+00:00,529,서연탑메탈,199699,5646974,8525,10541.66667
하승훈의 대박 주식투자,12월8일 꼭봐야할 주도 테마주 셀트리온헬스케어 종근당바이오 녹십자랩셀 이오플로우 KMH 에이치엘비생명과학 에스티팜 SGA 한국정보 동신건설 서연탑메탈 KNN 자비스 유비쿼스..,2020-12-07 14:47:26+00:00,23479,서연탑메탈,379993,1453289,9368.333333,9706.666667
세렌스톡[Seren's Talk],"이낙연 관련주(서원/범양건영/동양물산)/정세균(수산중공업)/박원순(성안)/안철수(케이씨피드/써니전자)/AJ네트웍스/위메이드/피에스케이/비보존 관련주/에스텍파마/폐장일, 배당일",2019-12-22 14:27:51+00:00,910,서원,14675261,3840034,2872.5,2841.666667
세렌스톡[Seren's Talk],이낙연 관련주 VS 정세균 관련주/서원/대창/주연테크/남화토건/수산중공업/큐로홀딩스/신테카바이오/올리패스/압타바이오/에스텍파마/엔케이물산/넥스트아이/로보로보/주식공부/주식특강,2019-12-17 14:32:10+00:00,739,서원,459029,16781733,1933.333333,2689.166667
심플 관심종목 TV,"정부 뉴딜에 170조 투자, 디지털뉴딜 관련주 섹터별 정리/ #데이터댐#클라우드#AI#빅데이터#5G // 데이타솔루션,솔트룩스,더존비즈온,다우데이타,쏠리드,케이엠더블유,서진시스템",2020-09-06 07:30:04+00:00,11495,서진시스템,147535,531748,49250,54066.66667
심플 관심종목 TV,"정부 뉴딜에 170조 투자, 디지털뉴딜 관련주 섹터별 정리/ #데이터댐#클라우드#AI#빅데이터#5G // 데이타솔루션,솔트룩스,더존비즈온,다우데이타,쏠리드,케이엠더블유,서진시스템",2020-09-06 07:30:04+00:00,275,서진시스템,147535,531748,49250,54066.66667
시그널스탁TV,"삼성전자,삼성SDI,LG화학,셀트리온헬스케어,5G관련주,RFHIC,서진시스템",2021-01-05 11:00:07+00:00,0,서진시스템,136759,146552,50500,50033.33333
익절TV,한국파마 및 이재명 윤석열 정세균 안철수 대선관련주 총정리 및 분석 신원종합개발 서연탑메탈 모베이스 전자 신세계건설 동신건설 오리엔트정공 성안 수산중공업 까뮤이앤씨 써니전자 대선주,2021-01-19 03:49:27+00:00,529,성안,6906952,9287461,715.1666667,697
세렌스톡[Seren's Talk],"이낙연 관련주(서원/범양건영/동양물산)/정세균(수산중공업)/박원순(성안)/안철수(케이씨피드/써니전자)/AJ네트웍스/위메이드/피에스케이/비보존 관련주/에스텍파마/폐장일, 배당일",2019-12-22 14:27:51+00:00,910,성안,7044422,927586,692.5,657.3333333
주식차트대장,"[민앤지][위세아이텍] 마이데이터 관련주 분석! 추천주 AS 평화산업,티웨이홀딩스,세명전기,대양금속,용평리조트,태광",2021-02-02 13:53:45+00:00,161,세명전기,8922,2585451,3980.833333,4494.166667
해주부TV - 해외주식사서부자되기TV,세종텔레콤 종목분석 데이터센터 관련주,2020-11-25 05:06:38+00:00,1709,세종텔레콤,20962355,4668092,463,459.3333333
정보의 바다,"3D프린터관련주 TPC,맥스로텍,로보스타,티앤알바이오팹,세중",2020-06-23 08:04:18+00:00,1280,세중,22502,7020,2720,2663.333333
박준남TV,&#39;테슬라·현대차 관련주&#39; 센트랄모텍  후속주 !,2021-01-12 07:19:58+00:00,356,센트랄모텍,133189,2858894,28441.66667,37016.66667
한강 View 티비_주식소통채널,"1월 JP모건 헬스케어 관련주를 주목하자!셀리버리,에이비엘바이오,셀트리온,크리스탈지노믹스,오스코텍,나이벡,한강뷰티비",2020-12-14 12:40:35+00:00,1719,셀리버리,23123,33708,92015.33333,90598
슈퍼개미 이세무사TV,슈퍼개미 주식 투자 방법 200928-추석 전에 주식 팔 것인가? 말 것인가?｜코로나 관련주｜자율 주행 관련주｜그린 뉴딜 관련주｜디지털 뉴딜 관련주｜셀트리온 합병,2020-09-28 08:52:03+00:00,0,셀트리온,416653,186194,258677.1667,249593.6667
급등이 관심종목 창고,"9th 대웅, 대웅제약 외 제약 관련주 차트해석 Time (종근당, 종근당바이오, 셀트리온제약,셀트리온헬스케어, 셀트리온, 현대바이오, 녹십자, 녹십자홀딩스 포함)",2021-01-26 13:23:01+00:00,652,셀트리온,385162,171650,330000,323750
급등이 관심종목 창고,"대웅, 대웅제약 외 제약 관련주 차트해석 Time (종근당, 종근당바이오, 셀트리온제약,셀트리온헬스케어, 셀트리온, 현대바이오, 녹십자, 녹십자홀딩스 포함)",2021-02-02 14:30:34+00:00,499,셀트리온,941883,479508,360500,351416.6667
바치올 주식 아카데미,"셀트리온,셀트리온제약,셀트리온헬스케어 기술적 분석#10",2021-02-02 11:19:11+00:00,3289,셀트리온,941883,479508,360500,351416.6667
주식해서직장퇴직하기,"바이오 관련주 셀트 3형제 폭락에 따른 대응, 정보매매 금지_셀트리온, 셀트리온헬스케어, 셀트리온제약",2021-01-14 09:14:59+00:00,4244,셀트리온,1176968,621086,363083.3333,344166.6667
기훈TV,[주식투자]셀트리온(전세계 변이 코로나 확산에 들썩이는 치료제 관련주들/셀트리온쪽 조만간 강한 매수세 유입될 듯!/항상 갑작스럽게 들어온다!),2021-01-05 06:39:38+00:00,11326,셀트리온,348312,240118,352166.6667,356000
콕스톡TV,"[주식][특징주][셀트리온 관련주]셀트리온, 셀트리온헬스케어, 셀트리온제약",2020-12-16 03:55:45+00:00,300,셀트리온,444303,282263,352786.5,343539.3333
콕스톡TV,"[주식][특징주][셀트리온 관련주]셀트리온, 셀트리온헬스케어, 셀트리온제약",2020-12-16 03:55:45+00:00,300,셀트리온,444303,282263,352786.5,343539.3333
